AppID,Full audio languages
1166130,English
1166140,English
1166140,Simplified Chinese
1166200,English
1166200,French
1166200,Italian
1166200,German
1166200,Spanish - Spain
1166200,Dutch
1166200,Japanese
1166200,Korean
1166200,Simplified Chinese
1166200,Traditional Chinese
1166210,English
1166210,French
1166210,Italian
1166210,German
1166210,Spanish - Spain
1166210,Japanese
1166210,Korean
1166210,Simplified Chinese
1166210,Traditional Chinese
1166230,
1166240,
1166250,
1166290,English
1166290,Russian
1166310,
1166320,English
1166320,French
1166320,Italian
1166320,German
1166320,Spanish - Spain
1166320,Danish
1166320,Russian
1166320,Bulgarian
1166320,Hungarian
1166320,Turkish
1166320,Greek
1166320,Norwegian
1166320,Czech
1166320,Japanese
1166320,Polish
1166320,Thai
1166320,Ukrainian
1166320,Swedish
1166320,Simplified Chinese
1166320,Traditional Chinese
1166320,Romanian
1166320,Finnish
1166320,Dutch
1166320,Portuguese
1166320,Portuguese - Brazil
1166320,Spanish - Latin America
1166320,Vietnamese
1166320,Arabic
1166320,Korean
1166350,English
1166350,German
1166430,
1166490,
1166510,
1166540,
1166580,English
1166580,Russian
1166600,
1166630,English
1166630,Spanish - Spain
1166680,
1166710,
1166730,
1166740,English
1166740,Russian
1166760,
1166780,English
1166790,English
1166800,
1166830,English
1166840,
1166860,English
1166860,Turkish
1166910,
1166980,English
1166980,French
1166980,Italian
1166980,German
1166980,Spanish - Spain
1166980,Danish
1166980,Russian
1166980,Bulgarian
1166980,Hungarian
1166980,Turkish
1166980,Greek
1166980,Norwegian
1166980,Czech
1166980,Japanese
1166980,Polish
1166980,Thai
1166980,Ukrainian
1166980,Swedish
1166980,Simplified Chinese
1166980,Traditional Chinese
1166980,Romanian
1166980,Finnish
1166980,Dutch
1166980,Portuguese
1166980,Portuguese - Brazil
1166980,Spanish - Latin America
1166980,Vietnamese
1166980,Arabic
1166980,Korean
1166990,
1167090,English
1167100,
1167140,
1167150,
1167170,
1167190,English
1167270,
1167300,English
1167300,Portuguese
1167320,English
1167350,English
1167370,English
1167380,
1167430,English
1167430,French
1167450,English
1167450,Japanese
1167450,Traditional Chinese
1167460,
1167470,
1167490,
1167530,English
1167530,French
1167530,Italian
1167530,Spanish - Spain
1167530,Portuguese
1167530,Russian
1167530,Turkish
1167530,Ukrainian
1167540,
1167550,
1167570,English
1167570,Japanese
1167570,Spanish - Latin America
1167570,Vietnamese
1167590,Simplified Chinese
1167630,
1167640,English
1167650,
1167680,
1167700,Simplified Chinese
1167710,
1167730,English
1167730,French
1167750,English
1167750,German
1167760,
1167770,English
1167770,Russian
1167770,Turkish
1167790,
1167800,English
1167850,
1167900,
1167930,English
1167950,English
1167950,Vietnamese
1167970,
1168000,
1168050,
1168060,
1168070,
1168160,
1168170,
1168190,English
1168190,French
1168190,Italian
1168190,German
1168190,Spanish - Spain
1168190,Arabic
1168190,Bulgarian
1168190,Czech
1168190,Danish
1168190,Dutch
1168190,Finnish
1168190,Greek
1168190,Hungarian
1168190,Japanese
1168190,Korean
1168190,Norwegian
1168190,Polish
1168190,Portuguese - Brazil
1168190,Portuguese - Portugal
1168190,Romanian
1168190,Simplified Chinese
1168190,Spanish - Latin America
1168190,Swedish
1168190,Thai
1168190,Traditional Chinese
1168190,Turkish
1168190,Ukrainian
1168190,Vietnamese
1168210,English
1168250,English
1168280,English
1168280,French
1168280,Italian
1168280,German
1168280,Spanish - Spain
1168280,Japanese
1168280,Traditional Chinese
1168290,
1168320,English
1168360,
1168400,English
1168420,
1168430,Japanese
1168430,Traditional Chinese
1168470,Simplified Chinese
1168490,
1168530,
1168550,English
1168600,English
1168610,English
1168610,Polish
1168610,Simplified Chinese
1168630,
1168650,English
1168660,
1168690,English
1168740,
1168790,
1168800,English
1168800,Simplified Chinese
1168820,English
1168830,English
1168840,Simplified Chinese
1168850,
1168870,English
1168870,Portuguese - Brazil
1168880,
1168940,Simplified Chinese
1168960,
1168970,
1168980,English
1168990,
1169000,Vietnamese
1169000,Arabic
1169020,English
1169030,English
1169030,German
1169040,
1169050,
1169060,
1169070,English
1169070,Russian
1169100,English
1169110,
1169160,
1169170,
1169200,
1169230,
1169310,English
1169310,German
1169420,English
1169420,French
1169420,Spanish - Spain
1169420,Japanese
1169430,
1169460,
1169490,
1169500,English
1169510,English
1169520,
1169540,
1169630,
1169640,
1169690,
1169740,
1169760,English
1169760,Portuguese - Brazil
1169770,English
1169780,
1169870,
1169880,English
1169880,French
1169880,Italian
1169880,German
1169880,Spanish - Spain
1169880,Arabic
1169880,Bulgarian
1169880,Portuguese - Brazil
1169880,Hungarian
1169880,Vietnamese
1169880,Greek
1169880,Danish
1169880,Spanish - Latin America
1169880,Traditional Chinese
1169880,Simplified Chinese
1169880,Korean
1169880,Dutch
1169880,Norwegian
1169880,Polish
1169880,Portuguese
1169880,Romanian
1169880,Russian
1169880,Thai
1169880,Turkish
1169880,Ukrainian
1169880,Finnish
1169880,Czech
1169880,Swedish
1169880,Japanese
1169920,Russian
1169940,English
1170030,English
1170050,
1170060,
1170080,English
1170080,Traditional Chinese
1170110,
1170120,English
1170130,
1170160,
1170170,
1170180,English
1170190,English
1170190,Russian
1170200,French
1170200,English
1170210,English
1170230,
1170250,German
1170250,English
1170290,
1170300,
1170320,English
1170320,French
1170320,Italian
1170320,German
1170320,Spanish - Spain
1170320,Arabic
1170320,Bulgarian
1170320,Portuguese - Brazil
1170320,Hungarian
1170320,Vietnamese
1170320,Greek
1170320,Danish
1170320,Spanish - Latin America
1170320,Traditional Chinese
1170320,Simplified Chinese
1170320,Korean
1170320,Dutch
1170320,Norwegian
1170320,Polish
1170320,Portuguese
1170320,Romanian
1170320,Russian
1170320,Thai
1170320,Turkish
1170320,Ukrainian
1170320,Finnish
1170320,Czech
1170320,Swedish
1170320,Japanese
1170330,
1170340,Japanese
1170340,Turkish
1170350,English
1170370,English
1170390,
1170400,
1170500,
1170610,
1170640,English
1170640,Spanish - Latin America
1170720,
1170750,
1170760,English
1170760,French
1170760,Italian
1170760,German
1170760,Spanish - Spain
1170820,English
1170820,Polish
1170830,English
1170830,Traditional Chinese
1170840,
1170870,
1170880,
1170910,
1170940,
1170950,
1170960,
1170970,English
1170980,
1171030,English
1171040,English
1171040,Russian
1171070,English
1171080,English
1171110,
1171120,
1171130,English
1171140,
1171160,
1171220,
1171230,English
1171240,English
1171250,English
1171260,English
1171270,Japanese
1171310,Russian
1171310,Simplified Chinese
1171320,
1171330,
1171350,
1171370,
1171410,
1171440,
1171520,English
1171560,English
1171570,
1171620,
1171640,
1171660,
1171690,English
1171690,French
1171690,German
1171690,Japanese
1171690,Spanish - Latin America
1171690,Korean
1171690,Portuguese - Brazil
1171690,Traditional Chinese
1171690,Spanish - Spain
1171770,
1171800,
1171810,
1171820,
1171840,
1171870,
1171880,
1171950,English
1171990,
1172000,
1172050,
1172060,English
1172060,Simplified Chinese
1172080,
1172090,English
1172100,
1172120,
1172140,English
1172140,Simplified Chinese
1172150,
1172170,English
1172180,
1172190,English
1172190,Japanese
1172220,
1172280,
1172290,English
1172310,English
1172310,French
1172310,Spanish - Spain
1172310,Simplified Chinese
1172310,Traditional Chinese
1172340,English
1172380,English
1172380,French
1172380,Italian
1172380,German
1172380,Spanish - Spain
1172380,Japanese
1172380,Polish
1172380,Portuguese - Brazil
1172380,Russian
1172380,Spanish - Latin America
1172380,Traditional Chinese
1172390,Japanese
1172390,Vietnamese
1172400,
1172410,
1172430,English
1172450,
1172460,
1172470,English
1172470,French
1172470,Italian
1172470,German
1172470,Spanish - Spain
1172470,Japanese
1172470,Korean
1172470,Polish
1172470,Russian
1172470,Simplified Chinese
1172470,Spanish - Latin America
1172480,
1172500,English
1172510,
1172520,
1172530,English
1172620,English
1172620,Thai
1172640,
1172650,English
1172650,Turkish
1172660,English
1172660,French
1172660,Italian
1172660,German
1172660,Spanish - Spain
1172660,Arabic
1172660,Bulgarian
1172660,Portuguese - Brazil
1172660,Hungarian
1172660,Vietnamese
1172660,Greek
1172660,Danish
1172660,Spanish - Latin America
1172660,Traditional Chinese
1172660,Simplified Chinese
1172660,Korean
1172660,Dutch
1172660,Norwegian
1172660,Polish
1172660,Portuguese
1172660,Romanian
1172660,Russian
1172660,Thai
1172660,Turkish
1172660,Ukrainian
1172660,Finnish
1172660,Czech
1172660,Swedish
1172660,Japanese
1172680,
1172720,
1172730,English
1172730,Russian
1172760,
1172780,
1172800,English
1172810,English
1172820,English
1172820,French
1172820,Italian
1172820,German
1172820,Spanish - Spain
1172820,Japanese
1172820,Korean
1172820,Portuguese
1172820,Portuguese - Brazil
1172820,Russian
1172820,Simplified Chinese
1172820,Spanish - Latin America
1172820,Traditional Chinese
1172830,English
1172850,
1172900,English
1172900,French
1172900,Spanish - Spain
1172900,Japanese
1172900,Korean
1172900,Polish
1172900,Simplified Chinese
1172900,Spanish - Latin America
1172900,Italian
1172920,English
1172940,
1172980,
1173010,Korean
1173070,Japanese
1173110,
1173120,
1173130,
1173150,English
1173150,Simplified Chinese
1173200,
1173220,English
1173230,English
1173240,English
1173250,
1173260,English
1173270,
1173280,English
1173310,
1173330,English
1173330,Czech
1173340,
1173350,
1173370,
1173380,
1173400,English
1173400,Simplified Chinese
1173410,English
1173410,Korean
1173500,
1173510,English
1173510,Japanese
1173510,Spanish - Latin America
1173610,
1173640,
1173650,
1173700,
1173730,
1173740,English
1173740,French
1173740,Italian
1173740,German
1173740,Spanish - Spain
1173740,Arabic
1173740,Simplified Chinese
1173740,Korean
1173740,Danish
1173740,Japanese
1173740,Polish
1173740,Portuguese - Portugal
1173740,Russian
1173740,Turkish
1173740,Dutch
1173770,
1173780,
1173790,
1173800,
1173810,
1173820,
1173830,
1173850,
1173870,English
1173940,
1173950,English
1173950,German
1173990,
1174030,
1174050,English
1174090,English
1174120,
1174170,Russian
1174180,English
1174180,Traditional Chinese
1174200,English
1174200,Turkish
1174260,
1174270,English
1174270,Russian
1174300,
1174320,English
1174320,Russian
1174380,
1174390,
1174400,
1174420,
1174430,
1174440,English
1174440,French
1174440,Italian
1174440,German
1174440,Spanish - Spain
1174440,Danish
1174440,Ukrainian
1174440,Russian
1174440,Bulgarian
1174440,Hungarian
1174440,Turkish
1174440,Greek
1174440,Norwegian
1174440,Czech
1174440,Japanese
1174440,Polish
1174440,Thai
1174440,Swedish
1174440,Simplified Chinese
1174440,Traditional Chinese
1174440,Romanian
1174440,Finnish
1174440,Dutch
1174440,Portuguese
1174440,Portuguese - Brazil
1174440,Spanish - Latin America
1174440,Vietnamese
1174440,Arabic
1174440,Korean
1174450,English
1174460,English
1174460,Russian
1174490,
1174500,English
1174500,Russian
1174550,English
1174560,Bulgarian
1174570,English
1174640,English
1174670,English
1174680,
1174690,
1174720,
1174780,English
1174780,Russian
1174810,Russian
1174810,English
1174810,Simplified Chinese
1174820,English
1174830,
1174850,
1174860,
1174890,English
1174900,
1174920,
1174940,
1174970,Italian
1174980,
1174990,English
1175030,English
1175040,
1175050,
1175060,English
1175060,Russian
1175070,English
1175080,
1175100,
1175120,Simplified Chinese
1175140,English
1175150,
1175160,English
1175160,Japanese
1175170,
1175180,Simplified Chinese
1175190,Japanese
1175190,German
1175200,
1175210,Japanese
1175210,English
1175240,
1175250,
1175320,Simplified Chinese
1175330,
1175360,English
1175360,Russian
1175390,
1175420,
1175430,English
1175430,Japanese
1175460,English
1175460,Portuguese - Brazil
1175470,
1175480,English
1175490,
1175500,French
1175510,
1175540,Turkish
1175550,
1175570,English
1175590,
1175640,English
1175640,Simplified Chinese
1175650,English
1175660,
1175690,Japanese
1175700,
1175720,
1175800,
1175830,
1175840,English
1175840,Ukrainian
1175870,
1175880,English
1175880,Russian
1175890,
1175900,English
1175930,English
1175950,English
1175950,German
1175950,Simplified Chinese
1175950,Russian
1175950,Spanish - Spain
1175950,French
1175950,Italian
1175950,Arabic
1175950,Bulgarian
1175950,Portuguese - Brazil
1175950,Hungarian
1175950,Vietnamese
1175950,Greek
1175950,Danish
1175950,Spanish - Latin America
1175950,Traditional Chinese
1175950,Korean
1175950,Dutch
1175950,Norwegian
1175950,Polish
1175950,Portuguese
1175950,Romanian
1175950,Thai
1175950,Turkish
1175950,Ukrainian
1175950,Finnish
1175950,Czech
1175950,Swedish
1175950,Japanese
1175970,English
1175970,German
1175980,
1176000,
1176020,
1176040,
1176050,
1176080,English
1176090,Russian
1176090,English
1176090,Simplified Chinese
1176110,
1176140,
1176160,English
1176160,Russian
1176170,
1176190,English
1176190,Russian
1176360,English
1176360,Hungarian
1176440,
1176460,
1176470,
1176480,English
1176480,French
1176480,German
1176480,Spanish - Spain
1176480,Japanese
1176480,Simplified Chinese
1176480,Portuguese
1176480,Korean
1176540,
1176560,
1176580,
1176590,
1176640,
1176710,
1176780,
1176800,
1176840,
1176850,
1176890,
1176970,
1176990,English
1177000,English
1177000,French
1177000,Italian
1177000,German
1177000,Spanish - Spain
1177000,Spanish - Latin America
1177020,English
1177020,French
1177020,Italian
1177020,German
1177020,Spanish - Spain
1177020,Arabic
1177020,Dutch
1177020,Polish
1177020,Portuguese - Brazil
1177020,Korean
1177030,
1177070,
1177080,
1177100,Simplified Chinese
1177110,English
1177110,Turkish
1177130,English
1177130,French
1177130,Italian
1177130,German
1177130,Spanish - Spain
1177130,Arabic
1177130,Greek
1177130,Japanese
1177130,Korean
1177130,Polish
1177130,Portuguese
1177130,Russian
1177130,Thai
1177130,Vietnamese
1177170,English
1177170,Spanish - Latin America
1177190,
1177270,
1177300,English
1177310,
1177330,
1177340,
1177350,
1177370,English
1177380,
1177390,
1177400,
1177420,
1177430,English
1177430,Russian
1177460,English
1177480,
1177490,English
1177510,English
1177540,English
1177610,
1177640,
1177650,
1177660,English
1177690,English
1177720,
1177730,English
1177820,
1177840,
1177850,English
1177890,English
1177940,
1177950,English
1177960,English
1177970,
1177980,
1177990,
1178000,
1178020,
1178030,
1178050,
1178060,English
1178120,
1178130,
1178140,English
1178140,Simplified Chinese
1178150,
1178160,
1178180,
1178200,
1178210,
1178220,
1178230,
1178280,English
1178280,Simplified Chinese
1178290,
1178310,
1178330,English
1178330,Simplified Chinese
1178370,
1178380,
1178390,
1178400,English
1178400,French
1178400,Portuguese
1178430,
1178460,
1178480,
1178490,Traditional Chinese
1178490,Simplified Chinese
1178490,Japanese
1178500,English
1178500,German
1178510,English
1178510,German
1178520,English
1178520,German
1178530,English
1178530,German
1178570,English
1178590,
1178680,
1178690,
1178710,
1178780,English
1178790,
1178830,English
1178830,Simplified Chinese
1178830,Japanese
1178830,Korean
1178880,
1179010,English
1179060,Japanese
1179060,Spanish - Spain
1179080,English
1179090,Finnish
1179100,
1179110,
1179150,
1179170,
1179190,English
1179210,English
1179210,French
1179210,Italian
1179210,German
1179210,Spanish - Spain
1179210,Dutch
1179210,Japanese
1179210,Korean
1179210,Portuguese - Brazil
1179210,Russian
1179210,Simplified Chinese
1179220,
1179300,
1179310,
1179340,English
1179350,
1179390,
1179400,English
1179410,English
1179420,
1179430,
1179440,
1179460,
1179500,English
1179530,
1179540,
1179560,English
1179560,Simplified Chinese
1179570,English
1179580,
1179620,
1179680,English
1179690,
1179750,
1179790,Russian
1179790,Ukrainian
1179790,Simplified Chinese
1179840,English
1179880,
1179890,
1179910,
1180000,
1180020,
1180030,English
1180070,
1180110,English
1180110,Portuguese - Brazil
1180110,German
1180130,
1180190,English
1180190,Simplified Chinese
1180200,
1180210,
1180250,English
1180270,Thai
1180320,Simplified Chinese
1180330,
1180360,
1180370,
1180380,
1180420,English
1180420,Simplified Chinese
1180420,Spanish - Spain
1180420,Spanish - Latin America
1180420,Japanese
1180420,Russian
1180450,English
1180450,French
1180520,
1180530,English
1180540,
1180550,
1180560,
1180610,
1180620,
1180630,
1180650,English
1180660,English
1180660,French
1180660,German
1180660,Portuguese - Brazil
1180660,Spanish - Latin America
1180690,
1180700,
1180790,
1180800,
1180820,
1180840,
1180900,
1180940,
1180960,
1180970,
1181000,English
1181010,
1181020,
1181030,
1181070,
1181120,
1181130,
1181140,Japanese
1181140,Traditional Chinese
1181160,English
1181160,German
1181160,French
1181160,Spanish - Spain
1181160,Portuguese - Brazil
1181160,Swedish
1181220,English
1181270,
1181280,English
1181280,Russian
1181290,
1181300,English
1181330,
1181360,
1181390,English
1181400,English
1181400,French
1181400,Italian
1181400,German
1181400,Spanish - Spain
1181400,Japanese
1181400,Korean
1181400,Portuguese
1181400,Portuguese - Brazil
1181400,Russian
1181400,Simplified Chinese
1181400,Traditional Chinese
1181400,Spanish - Latin America
1181400,Turkish
1181440,English
1181440,Japanese
1181470,
1181510,
1181520,Japanese
1181520,Traditional Chinese
1181570,
1181600,English
1181600,Simplified Chinese
1181610,
1181640,English
1181650,
1181720,
1181750,
1181780,English
1181790,
1181820,English
1181830,
1181840,English
1181880,
1181900,
1181910,English
1181940,English
1181970,English
1182020,English
1182020,Spanish - Spain
1182040,English
1182060,Japanese
1182060,Swedish
1182070,English
1182080,Simplified Chinese
1182090,
1182110,English
1182200,English
1182210,
1182260,
1182280,
1182310,English
1182370,English
1182470,
1182530,
1182590,English
1182620,
1182670,English
1182680,English
1182690,
1182720,English
1182760,
1182770,
1182790,English
1182820,
1182830,
1182860,English
1182890,
1182900,English
1182900,French
1182900,German
1182900,Spanish - Spain
1182900,Simplified Chinese
1182900,Korean
1182920,
1182940,
1182970,English
1183010,
1183030,English
1183030,Turkish
1183080,
1183140,
1183160,English
1183160,French
1183160,Italian
1183160,German
1183160,Portuguese - Brazil
1183160,Spanish - Latin America
1183160,Spanish - Spain
1183170,
1183200,
1183210,English
1183230,
1183240,English
1183260,Japanese
1183260,Traditional Chinese
1183280,
1183300,
1183320,
1183410,
1183420,
1183470,English
1183470,Simplified Chinese
1183480,
1183500,
1183510,
1183530,
1183580,English
1183580,French
1183580,Italian
1183580,German
1183580,Spanish - Spain
1183580,Japanese
1183580,Korean
1183580,Portuguese - Brazil
1183580,Russian
1183580,Simplified Chinese
1183600,
1183650,English
1183660,English
1183670,
1183700,English
1183700,French
1183700,Simplified Chinese
1183720,
1183740,
1183750,
1183800,
1183840,
1183940,English
1183940,Traditional Chinese
1183980,English
1184010,
1184040,
1184050,English
1184050,French
1184050,Italian
1184050,German
1184050,Spanish - Spain
1184050,Portuguese - Brazil
1184050,Spanish - Latin America
1184070,
1184090,English
1184110,Simplified Chinese
1184140,
1184160,English
1184160,French
1184160,Italian
1184160,German
1184160,Spanish - Spain
1184160,Arabic
1184160,Bulgarian
1184160,Portuguese - Brazil
1184160,Hungarian
1184160,Vietnamese
1184160,Greek
1184160,Danish
1184160,Spanish - Latin America
1184160,Traditional Chinese
1184160,Simplified Chinese
1184160,Korean
1184160,Dutch
1184160,Norwegian
1184160,Polish
1184160,Portuguese
1184160,Romanian
1184160,Russian
1184160,Thai
1184160,Turkish
1184160,Ukrainian
1184160,Finnish
1184160,Czech
1184160,Swedish
1184160,Japanese
1184190,
1184210,
1184230,English
1184230,Simplified Chinese
1184250,Finnish
1184260,English
1184260,Spanish - Spain
1184260,Simplified Chinese
1184310,English
1184320,
1184360,
1184370,English
1184370,Simplified Chinese
1184400,
1184420,Simplified Chinese
1184420,Traditional Chinese
1184450,English
1184460,
1184470,
1184480,
1184500,English
1184530,
1184550,English
1184560,English
1184560,Japanese
1184560,Traditional Chinese
1184570,English
1184590,
1184600,Turkish
1184640,English
1184700,English
1184710,
1184720,
1184750,
1184760,
1184770,
1184780,English
1184810,
1184820,English
1184840,
1184850,
1184880,Japanese
1184890,
1184900,
1184960,
1184990,
1185000,
1185140,English
1185160,Japanese
1185160,Thai
1185190,English
1185270,
1185280,
1185290,French
1185290,English
1185330,
1185340,
1185360,English
1185360,Simplified Chinese
1185370,
1185390,
1185400,
1185410,
1185470,English
1185480,English
1185490,English
1185500,
1185520,English
1185520,Simplified Chinese
1185530,
1185560,English
1185560,Korean
1185570,
1185580,
1185600,
1185620,English
1185620,Korean
1185620,Traditional Chinese
1185630,
1185660,English
1185660,German
1185680,Japanese
1185680,Spanish - Latin America
1185700,
1185730,
1185740,
1185780,English
1185780,Simplified Chinese
1185820,
1185870,English
1185870,French
1185950,
1185960,
1186030,English
1186030,French
1186030,Italian
1186030,German
1186030,Spanish - Spain
1186030,Arabic
1186030,Portuguese - Brazil
1186030,Simplified Chinese
1186030,Polish
1186030,Portuguese
1186030,Russian
1186030,Thai
1186030,Turkish
1186030,Japanese
1186040,English
1186040,Traditional Chinese
1186050,
1186080,
1186100,English
1186160,English
1186170,English
1186170,French
1186170,Italian
1186170,German
1186170,Spanish - Spain
1186170,Czech
1186170,Danish
1186170,Dutch
1186170,Finnish
1186170,Hungarian
1186170,Norwegian
1186170,Polish
1186170,Portuguese - Portugal
1186170,Romanian
1186170,Swedish
1186170,Turkish
1186220,
1186260,
1186270,
1186280,
1186290,
1186320,English
1186340,
1186350,
1186400,
1186460,Traditional Chinese
1186510,English
1186510,Simplified Chinese
1186530,
1186570,German
1186580,English
1186580,Polish
1186590,
1186600,
1186630,
1186640,English
1186640,French
1186640,Japanese
1186650,English
1186660,
1186670,
1186680,English
1186690,
1186720,English
1186730,English
1186740,English
1186760,French
1186770,French
1186770,English
1186860,
1186880,English
1186880,Spanish - Latin America
1186940,
1186950,
1186960,
1187030,Simplified Chinese
1187030,English
1187110,English
1187130,
1187140,English
1187190,
1187250,
1187330,English
1187410,
1187420,Russian
1187430,
1187490,
1187510,English
1187510,French
1187510,German
1187510,Japanese
1187510,Korean
1187510,Russian
1187510,Simplified Chinese
1187520,
1187560,English
1187600,English
1187620,English
1187620,French
1187620,Italian
1187620,German
1187620,Spanish - Spain
1187620,Danish
1187620,Russian
1187620,Bulgarian
1187620,Hungarian
1187620,Turkish
1187620,Greek
1187620,Norwegian
1187620,Czech
1187620,Japanese
1187620,Polish
1187620,Thai
1187620,Ukrainian
1187620,Swedish
1187620,Simplified Chinese
1187620,Traditional Chinese
1187620,Romanian
1187620,Finnish
1187620,Dutch
1187620,Portuguese
1187620,Portuguese - Brazil
1187620,Spanish - Latin America
1187620,Vietnamese
1187620,Arabic
1187620,Korean
1187650,English
1187740,
1187780,English
1187790,
1187830,
1187840,
1187850,English
1187870,English
1187900,
1187910,
1187920,
1187940,Japanese
1187950,English
1188000,
1188020,English
1188060,
1188070,
1188080,
1188100,
1188130,
1188140,English
1188160,English
1188250,English
1188260,
1188270,
1188280,English
1188290,English
1188310,
1188330,
1188430,
1188490,
1188540,
1188580,
1188590,Simplified Chinese
1188630,English
1188630,French
1188630,Italian
1188630,German
1188630,Spanish - Spain
1188630,Dutch
1188630,Portuguese
1188660,English
1188660,Traditional Chinese
1188660,Russian
1188670,English
1188680,
1188690,
1188710,
1188720,
1188760,
1188800,
1188900,English
1188920,
1188930,
1188970,English
1188970,Japanese
1188970,Simplified Chinese
1188970,Traditional Chinese
1188970,German
1188970,French
1188990,English
1189020,English
1189040,English
1189040,Hungarian
1189050,
1189060,English
1189070,English
1189070,Spanish - Latin America
1189080,
1189090,
1189100,
1189120,English
1189120,French
1189120,Italian
1189120,German
1189120,Spanish - Spain
1189120,Danish
1189120,Ukrainian
1189120,Russian
1189120,Bulgarian
1189120,Hungarian
1189120,Turkish
1189120,Greek
1189120,Norwegian
1189120,Czech
1189120,Japanese
1189120,Polish
1189120,Thai
1189120,Swedish
1189120,Simplified Chinese
1189120,Romanian
1189120,Finnish
1189120,Dutch
1189120,Portuguese
1189120,Portuguese - Brazil
1189120,Spanish - Latin America
1189120,Vietnamese
1189120,Korean
1189130,English
1189130,Russian
1189190,
1189200,Japanese
1189200,Traditional Chinese
1189210,
1189220,
1189230,English
1189250,
1189290,English
1189350,
1189360,
1189380,
1189430,
1189440,
1189460,
1189470,
1189490,
1189520,English
1189590,English
1189600,
1189630,
1189650,English
1189680,
1189730,English
1189730,Ukrainian
1189740,
1189750,
1189780,English
1189780,Portuguese - Brazil
1189800,English
1189800,Turkish
1189820,
1189850,
1189970,
1190000,English
1190000,Hungarian
1190060,English
1190110,English
1190120,
1190130,Korean
1190130,Thai
1190150,
1190160,English
1190160,German
1190160,Polish
1190160,Simplified Chinese
1190160,Italian
1190160,Greek
1190160,Spanish - Latin America
1190160,French
1190160,Japanese
1190170,
1190180,
1190190,
1190230,
1190270,English
1190310,Korean
1190310,Simplified Chinese
1190320,English
1190340,English
1190340,French
1190340,German
1190340,Spanish - Spain
1190340,Russian
1190340,Japanese
1190340,Simplified Chinese
1190340,Portuguese - Portugal
1190340,Korean
1190340,Vietnamese
1190370,
1190380,English
1190400,English
1190400,Japanese
1190410,English
1190480,English
1190540,English
1190540,Spanish - Latin America
1190560,
1190590,English
1190620,English
1190620,Simplified Chinese
1190630,
1190640,
1190690,
1190750,
1190760,
1190780,
1190810,
1190820,
1190840,
1190900,
1190910,
1190930,
1190970,English
1190970,Ukrainian
1190980,
1190990,English
1190990,Russian
1191070,
1191080,English
1191100,English
1191100,French
1191100,Italian
1191100,German
1191100,Spanish - Spain
1191100,Danish
1191100,Russian
1191100,Bulgarian
1191100,Hungarian
1191100,Turkish
1191100,Greek
1191100,Norwegian
1191100,Czech
1191100,Japanese
1191100,Polish
1191100,Thai
1191100,Ukrainian
1191100,Swedish
1191100,Simplified Chinese
1191100,Traditional Chinese
1191100,Romanian
1191100,Finnish
1191100,Dutch
1191100,Portuguese
1191100,Portuguese - Brazil
1191100,Spanish - Latin America
1191100,Vietnamese
1191100,Arabic
1191100,Korean
1191120,
1191190,
1191210,English
1191210,Japanese
1191210,Simplified Chinese
1191210,Traditional Chinese
1191210,Korean
1191260,Japanese
1191270,German
1191280,English
1191280,Russian
1191330,English
1191330,French
1191330,German
1191330,Spanish - Spain
1191330,Arabic
1191330,Portuguese - Brazil
1191330,Portuguese
1191330,Spanish - Latin America
1191420,
1191430,
1191440,
1191450,
1191510,
1191540,
1191550,
1191570,English
1191570,Simplified Chinese
1191580,English
1191590,English
1191610,
1191620,English
1191620,Traditional Chinese
1191630,
1191650,English
1191660,
1191680,
1191690,
1191700,
1191730,
1191770,Simplified Chinese
1191770,Korean
1191790,Japanese
1191790,Korean
1191800,English
1191820,
1191840,
1191860,
1191870,
1191900,English
1191900,Simplified Chinese
1191930,English
1191940,English
1192010,English
1192010,Spanish - Latin America
1192020,English
1192060,English
1192070,
1192160,
1192260,English
1192270,English
1192310,
1192380,English
1192410,Korean
1192420,English
1192440,English
1192440,Simplified Chinese
1192500,English
1192500,French
1192500,Italian
1192500,German
1192500,Spanish - Spain
1192500,Arabic
1192500,Bulgarian
1192500,Portuguese - Brazil
1192500,Hungarian
1192500,Vietnamese
1192500,Greek
1192500,Danish
1192500,Spanish - Latin America
1192500,Traditional Chinese
1192500,Simplified Chinese
1192500,Korean
1192500,Dutch
1192500,Norwegian
1192500,Polish
1192500,Portuguese
1192500,Romanian
1192500,Russian
1192500,Thai
1192500,Turkish
1192500,Ukrainian
1192500,Finnish
1192500,Czech
1192500,Swedish
1192500,Japanese
1192550,English
1192550,Spanish - Latin America
1192580,
1192610,English
1192630,
1192640,English
1192640,French
1192640,German
1192640,Spanish - Spain
1192640,Japanese
1192640,Korean
1192640,Polish
1192640,Russian
1192640,Thai
1192640,Simplified Chinese
1192700,
1192730,English
1192740,English
1192810,English
1192840,English
1192860,
1192870,
1192880,
1192890,
1192900,English
1192910,Japanese
1192910,Traditional Chinese
1192940,
1192950,
1193040,Simplified Chinese
1193070,English
1193090,English
1193090,Russian
1193090,Japanese
1193100,English
1193100,Russian
1193100,French
1193100,Italian
1193100,Simplified Chinese
1193100,Hungarian
1193110,Japanese
1193110,Simplified Chinese
1193120,
1193160,
1193200,
1193210,
1193280,
1193300,
1193330,
1193340,
1193350,
1193380,English
1193420,English
1193430,English
1193430,Portuguese - Brazil
1193430,Russian
1193430,Simplified Chinese
1193450,English
1193460,
